Store,email
SOS Physiotherapy - Campus Clinic,spencephysio@gmail.com
Sparkle Pharmacy,spineandjoint@sclondon.ca
Innomar Specialty Pharmacy - Burlington,spinedoc9@gmail.com
Specialty Rx Pharmacy - Kingston,sport-medic@bellnet.ca
Synergy Centre Spine and Joint Associates,springvalleypharmacy1@gmail.com
Harwood Chiropractic,springwaterpharmacy@gmail.com
Sport-Medic Physiotherapy Clinic,srcentre@kent.net
Sport-Medic Physiotherapy Clinic,srchc@srchc.ca
Outreach Clinic,srfalls@porcupinehu.on.ca
Primary Health,srfpharmacy@gmail.com
Primary Health,srxlondon@gmail.com
Primary Health,sshuqairphysio@bellnet.ca
Growing Healthy Families,ssic@bellnet.ca
Smooth Rock Falls Pharmacy,st.jamestown.pharmacy@gmail.com
Specialty Rx,st.thomas@lifemark.ca
Sports and Spinal Injury Clinic,st.thomas@talbottrailpt.ca
Sports and Spinal Injury Clinic,stackhousehealth@bellnet.ca
Jamestown Pharmacy,staff@bayviewrehabilitation.com
LifeMark Physiotherapy - St Thomas,staff@promotionphysiotherapy.com
Stackhouse Chiropractic Health Clinic,staff@truenorthmedical.com
Bayview Rehabilitation,standrewph@yahoo.ca
Bayview Rehabilitation,standrewsterrace@srgroup.ca
Pro Motion Physiotherapy,stationmallwalkin@gmail.com
Pro Motion Physiotherapy,staynerphysio@bellnet.ca
TrueNorth Medical Clinic - Oshawa - Taunton Pharmacy,stc@medcareclinics.com
Steeves and Rozema Enterprises - St Andrews Terrace,stcatharines@bioped.com
Station Mall Clinic - Sault Ste Marie,stclair.admin@schlegelvillages.com
Stayner Physiotherapy and Massage Therapy,steeles@cardiomatters.com
MedCare Clinics - Scott Street Medical Centre,steelesmedicalcentre@hotmail.com
BioPed Foot Care Centre - St Catharines,stephanie@martelmitchell.ca
SportMED - North Bay,StevenWilderRMT@gmail.com
Powasssan,stewartspharmachoice@gmail.com
Powasssan,stgabrielmedical@gmail.com
Mattawa,stifany@hotmail.com
Massage Therapy Muskoka,StirlingHeights@reveraliving.com
Stewart's Pharmacy,stmarys.ontario@lifemark.ca
St Gabriel Medical Pharmacy,stmarys@ptgpharmacy.com
Bloor Sherbourne Pharmacy,stoneycreek@bioped.com
Revera - Stirling Heights Long Term Care,stoneycreek@medrehabgroup.com
Stonetown Physiotherapy and Sports Injuries Clinic,store100@well.pharmacy
MedRehab Physiotherapy - Hamilton,storm911m@hotmail.com
Well.ca Pharmacy - Toronto - 1168A Dundas St W,storybrookmedical@hotmail.com
Well.ca Pharmacy - Toronto - 1168A Dundas St W,stouffvillephysio1@gmail.com
Well.ca Pharmacy - Toronto - 449 Queen St W,stpaul@brantfordradiologygroup.com
Wasaga Family Foot Clinic,strangway@sarnia.ca
Stouffville Physiotherapy Clinic,stratford@huntfootcare.com
Stouffville Physiotherapy Clinic,stratford@physiotherapyalliance.com
Stratford Foot and Ankle Clinic,studenthealth200@gmail.com
Physiotherapy Alliance,stvincefb@gmail.com
Physiotherapy Alliance,sudbury@cbi.ca
Physiotherapy Alliance - Mitchell,summeridgepharmacy@yahoo.ca
Physiotherapy Alliance - Mitchell,summersidemedical@gmail.com
Student Health Pharmacy,summitplace@reveraliving.com
St Vincent de Paul Help Centre - Food Bank,sunderlandpharmacy@gmail.com
CBI Health Group - Sudbury,sunpharmacy3833@gmail.com
Summeridge Pharmacy - Vaughan - Dufferin St (Summeridge),sunset.manor@simcoe.ca
Summit Place Long Term Care,supersevenpharmacy@gmail.com
Guardian Pharmacy - Sunderland - River St,surraya.valli@sunnybrook.ca
Sun Pharmacy,susan.j@fordwichvillage.ca
Simcoe County,susan.scouten@cholewinsky.com
Simcoe County,susan.smith@kdhsi.com
Superseven Pharmacy - Pickering,susanreive@kilbornphysiotherapy.ca
Toronto Vascular Centre,suzy.gardner@siennaliving.ca
Fordwich Village Nursing Home,svandenbaar@countyofrenfrew.on.ca
Cholewinsky Chiropractic and Wellness Centre,swalsh@omniway.ca
Foot Care Clinics,swc@achievahealth.ca
Kilborn Physiotherapy Clinic,sweet.feet.care@gmail.com
Granite Ridge Care Community,swspharm@yahoo.com
Miramichi Lodge,syedphysiotherapy@gmail.com
Wildwood Care Centre,t_holt.rmt@hotmail.com
Waterloo Region. Community Services Department - Sunnyside Wellness Centre,taadams@southbridgecare.ca
Sweet Feet,tabormanor@radiantcare.net
Silverstone Pharmacy,taiguxray@gmail.com
Etobicoke SportMed & Physiotherapy,tansley.admin@schlegelvillages.com
Holt (Tamara),tauntongardenphysio@gmail.com
Maitland Manor,taypharmacy@gmail.com
Tabor Manor,tbaymedcentre@gmail.com
Taunton Garden Physio and Rehab,tbpa@shaw.ca
Guardian Pharmacy - Victoria Harbour,tcastonguay@carefor.ca
Thunder Bay Medical Centre,tcsm@rogers.com
Thunder Bay Medical Centre,team@chirofirst.ca
Thunder Bay Physiotherapy Centre - St Joseph's Heritage,tecumseh@tenzerprimeau.ca
Carefor Health & Community Services - Lancaster - Glengarry Outreach Seniors' Services - Foot Care,teeth@healthunit.ca
Toronto Centre for Sports Medicine,telferplace@reveraliving.com
Toronto Centre for Sports Medicine,temiskamingshores@cbi.ca
Tecumseh Physiotherapy Clinic,tenthlinepharmacy@gmail.com
Healthy Smiles Ontario Dental Clinic,tfarrugia@newtecfamilyfootcare.ca
Telfer Place,tgemmill@conmedhealth.com
CBI Physiotherapy and Rehabilitation Centre - Temiskaming Shores Rehab Centre,tgivens@southbridgecare.ca
CBI Physiotherapy and Rehabilitation Centre - Temiskaming Shores Rehab Centre,thechasepharmacy@gmail.com
Tenth Eglinton Pharmacy,thefootadvantage@rogers.com
New Tecumseth Family Footcare,thehealthclinic9601@shoppersdrugmart.ca
Maple View Long-Term Care,thehome@umh.ca
Chase Pharmacy (The),theinjuriescentre@sympatico.ca
Glazier Medical Foot Care - The Foot Advantage,theoffice@merottochiropractic.ca
Doctor's Office (The) - North York,thepatientcarepharmacy@gmail.com
Doctor's Office (The) - North York,thepharmashoppe@gmail.com
United Mennonite Home,thequeenpharmacy@gmail.com
Merotto Chiropractic - Chelmsford,therapy@bodybalancephysio.ca
The Patient Care Pharmacy,therapy@footprints.ca
PharmaShoppe (The),therapyreferral@bayshore.ca
Queens Pharmacy (Kitchener - Queen St),thevillagesrscomm@reveraliving.com
Body Balance Health and Physiotherapy,thewingsofphoenix@rogers.com
Footprints Therapy,theworks@toronto.ca
Bayshore Therapy and Rehab - Windsor,thnrmt@aol.com
Speech and Language Pathology,thompsonmedicalclinic@gmail.com
Village Long Term Care,thompsonpharmacy@gmail.com
Wings of Phoenix Association (The),thoroldmedicalclinic@cogeco.net
Health Network (The) - London,thp101@thpharmacy.com
Thompson Walk-In and Medical Clinic,thp102@thpharmacy.com
Thompson Pharmacy - Sudbury,THP103@thpharmacy.com
Thorold Medical Clinic,thp116@thpharmacy.com
Thorold Medical Clinic,thp122@thpharmacy.com
Total Health Pharmacy - Oakville - Morden Rd,thp123@thpharmacy.com
Total Health Pharmacy - Hamilton - 1461 Main St W,thp124@thpharmacy.com
Total Health Pharmacy Goreway - Mississauga - 7330 Goreway Dr,THP125@thpharmacy.com
Total Health Pharmacy - Whitby,thp126@thpharmacy.com
Total Health Pharmacy - Milton - Bronte St S,thp128@thpharmacy.com
Total Health Pharmacy - North York - Lawrence Ave W,thp135@thpharmacy.com
Total Health Pharmacy - North York - Lawrence Ave W,thp136@thpharmacy.com
Total Health Pharmacy - St Catharines,thp137@thpharmacy.com
Total Health Pharmacy - Hamilton - Concession St (Lopresti Pharmacy),thp139@thpharmacy.com
Total Health Pharmacy - Hamilton - 1685 Main St W,THP141@thpharmacy.com
Total Health Pharmacy - North York - 2115 Finch Ave W,THP142@thpharmacy.com
Total Health Pharmacy - Oakville - Oak Park Blvd,thp146@thpharmacy.com
Total Health Pharmacy - Burlington,thp149@thpharmacy.com
Total Health Pharmacy - North York - 2100 Finch Ave W,thpharmacy121@gmail.com
Total Health Pharmacy - North York - 2100 Finch Ave W,thunderbay@closingthegap.ca
Total Health Pharmacy - Toronto - 98 Guestville Ave,tilbury@tenzerprimeau.ca
Total Health Pharmacy Malton - Mississauga - 6870 Goreway Dr,tillphys@gmail.com
Total Health Pharmacy 149 - Toronto - 997 Gerrard St E,timminspharmacy@ntl.sympatico.ca
Total Health Pharmacy - Toronto - 1849 Yonge St,tl@elgin.ca
Closing the Gap Healthcare Group - Thunder Bay - Progression and Maintenance,tmadmin@universalcareinc.ca
Tilbury Physical Therapy,tmclelland@agh-fvm.com
Pharmasave - Timmins,tmuchmaker@jarlette.com
Terrace Lodge,tony@abbottfootclinic.ca
Tilbury Manor Nursing Home,tony@bellpharmacy.ca
Emergency Department,torbramfootcare@gmail.com
Emergency Department,toronto@interactionrehab.com
Bell Pharmacy,Toronto_Bay@MyHealthCentre.ca
Torbram Foot Care,Toronto_King@MyHealthCentre.ca
Inter-Action Rehabilitation,Toronto_Sherbourne@MyHealthCentre.ca
Occupational Therapy,torontoedward@cbi.ca
MyHealth Centre - Toronto - Bay St - X-ray and Ultrasound,torontoultrasound@hotmail.com
MyHealth Centre - Toronto - King Street - X-ray and Ultrasound,totalhealth112@hotmail.com
MyHealth Centre - Toronto - Sherbourne St - Cardiology and Diagnostic Imaging,totalhealthpharmacy118@hotmail.com
CBI Health Centre - Toronto Edward - Rehabilitation Services,towncareidapharmacy@gmail.com
CBI Health Centre - Toronto Edward - Rehabilitation Services,townchiro@gmail.com
Total Health Pharmacy - Woolwich Total Health Pharmacy,tpr@tkl.ca
Total Health Pharmacy - Waterloo Total Health Pharmacy,Tracy.Jordan@uclg.on.ca
Town Care Pharmacy - Scarborough,tracy.stasiuk@kenoradistricthomes.ca
Town Chiropractic - Orillia - Chiropractic Service,trafalgarphysio@pthealth.ca
Teck Pioneer Residence - Kirkland Lake,trainyards@remedysrx.ca
Maple View Lodge - Long-Term Care Home,travel.clinic@hotmail.com
District of Kenora Home for the Aged - Kenora - Pinecrest Home - Pinecrest Home Long Term Care Facility,travel@mlhu.on.ca
Trafalgar Physiotherapy - pt Health,travel_ott@medisys.ca
Trafalgar Physiotherapy - pt Health,travelclinic@nightingalenursing.net
Trainyards Pharmacy,travelmedclinic@rogers.com
Barrhaven Travel Medicine Clinic,tremontmedicalpharmacy@gmail.com
Travel Immunization Clinic (The),trenthills.pharmacy@gmail.com
Medisys - Travel Health Clinic,trentonphysio@pthealth.ca
Nightingale GlobalVax - Travel Clinic,trillium@reveraliving.com
Vanier Tropical Medicine and Travel Clinic,trilliumvilla@srgroup.ca
Tremont Medical Pharmacy - St Catharines,trinitymedicalimaging@gmail.com
Trenton Physiotherapy and Sports Medicine Centre,trishas@valleymanor.org
Trillium Court,turbittpharmasave@gmail.com
Trillium Villa Nursing Home,turnerdrugstore52@gmail.com
Trinity Medical Imaging,twentysixbones@gmail.com
Valley Manor Long Term Care,twinlakesterrace@srgroup.ca
Pharmasave - Owen Sound (Turbitt),twyardscott@yahoo.ca
Turner Drug Store,uccc@stdemetrius.ca
26 Bones Foot and Orthotic Clinic - Uxbridge Site,uhcsudbury@gmail.com
Bancroft Chiropractic Clinic,ultimaapothecary@gmail.com
Ukrainian Canadian Care Centre - Long Term Care Facility,ultimapharmacy@gmail.com
Massage Therapy,ultramedpharmacy@gmail.com
Physiotherapy,unionville.admin@lifemark.ca
Ultima Apothecary,UOHSAdmin@uohs.uottawa.ca
University of Ottawa Health Services - Immunization Clinic,upc1@bellnet.ca
University of Ottawa Health Services - Sports Medicine,upperjamespharmacy@live.ca
University of Ottawa Health Services - Travel Medicine Clinic,uptownmedicalpharmacy@gmail.com
University of Ottawa Health Services - Physiotherapy and Massage Therapy,urbanpharmacy@rogers.com
Unionville Physiotherapy and Sports Injury Clinic,urgentcardiaccentre@gmail.com
Unionville Physiotherapy and Sports Injury Clinic,usagin@gmail.com
Upper James Clinic Pharmacy,utm@sportsclinic.ca
Urban Pharmacy,uxbridge@communitycaredurham.on.ca
Urgent Cardiac Centre - Brampton,vac.information.acc@canada.ca
Sunnybrook Veterans Centre,vaccineinformationline@york.ca
Markham North - Community Immunization Clinic,valcaron@lifemark.ca
Vaughan - Community Immunization Clinic,valorhealth.pharmacy@gmail.com
LifeMark - Val Caron (Valley),Vanessa.rogers@von.ca
Occupational Therapy,vankeekhill@happyfeetmfc.ca
Physiotherapy,vaughan@hoopershealth.com
Physiotherapy,vaughan@medcareclinics.com
Foot Care In Home and In Clinic,vaughanmedicalclinic@gmail.com
Happy Feet Medical Foot Care - Vankleek Hill,vctoronto@reveraliving.com
Hooper's Pharmacy - Vaughan,vcvreception@universalcareinc.ca
MedCare Clinics - Vaughan,vefco17@gmail.com
MedCare Clinics at Walmart Vaughan Northwest,vellorepharmacy@gmail.com
Vaughan Medical Clinic,verrmontsquare@vermontsquare.ca
Main Street Terrace - Long Term Care Home,vhallas@arnpriorhealth.ca
Villa Colombo Vaughan Di Poce Centre Long Term Care,vibrindrugmart@gmail.com
Valley East Foot Clinic and Orthotics - Val Caron,victor.vongphakdy@physiomed.ca
PharmaChoice - Mississauga - Bristol Rd E,victoriamedicalgroup1719@gmail.com
PhysioMed Etobicoke-Humber,victoriaphysio@pthealth.ca
PhysioMed Etobicoke-Humber,villageontheridge@reveraliving.com
PhysioMed Etobicoke-Humber,villagepharmacy137@gmail.com
Victoria X-Ray and Ultrasound - Diagnostic Imaging,vip@stepbystepfootcare.com
pt Health - Hamilton - Victoria Community Physical Rehab and Physiotherapy,vital@ptgpharmacy.com
pt Health - Hamilton - Victoria Community Physical Rehab and Physiotherapy,vitalepharmacy@yahoo.com
Village on the Ridge,vivahealthcentres@gmail.com
Step By Step Professional Family Foot Care,vodden@voddenmedical.ca
Vital Rx Pharmacy,von4you.greybruce@von.ca
Vitale Pharmacy,VSC@keizmarshall.com
Keiz Marshall Voice and Speech Center,waldenfamilydrug@eastlink.ca
Costco Pharmacy - Mississauga - Dundas St E,walkinclinic@firstlinemedical.ca
Costco Pharmacy - Sudbury,walkinclinicpickering@gmail.com
Costco Pharmacy - Mississauga - Rodeo Dr,wallacedrugstore@gmail.com
Costco Pharmacy - Windsor - Walker Rd,wanlessmedical@gmail.com
Firstline Walk-In Medical Clinic,warkworthplaceltc@southbridgecare.ca
Superseven Walk-in Clinc - Pickering,wasagafootclinic@gmail.com
Wallace Drug Store - Cochrane,waterloo@monarchhouse.ca
Wanless Medical Clinic,waterloowalkin@gmail.com
Warkworth Place,wcobayview@gmail.com
The Foot Clinic,web@erinoakkids.ca
Monarch House,web@gbhs.on.ca
Diagnostic Imaging Department,webbooking@bluewaterimaging.ca
Diagnostic Imaging Department - General Radiography,weberclinic1360@gmail.com
Medical Imaging Department,webmaster@toh.on.ca
Cancer Centre,wecare@thinkfeet.ca
Bluewater Imaging - Port Hope,wecompoundmeds@rogers.com
KW Healthy Living Family Practice - Walk-in Clinic,wellesley@cooksrx.ca
General Campus,wellfoot@outlook.com
General Campus,wellington.orthoandrehab@gmail.com
Think Feet Family Foot Clinic,wellingtondrugstore@gmail.com
Medicine Shoppe (The) - London - Commissioners Rd W,wellingtonwalkin200@gmail.com
Wellington Foot Clinic,wellness@bconnex.net
Wellington Ortho and Rehab Associates,Wellnessacademy360@gmail.com
Wellington Drug Store - Ottawa - Wellington St,wellnesspharmacy@rogers.com
Wellington Walk-in Clinic,wellsquaredm@gmail.com
Canadian Drug Mart - Barrie,wentworth.retadmin@schlegelvillages.com
Barrie Lymphocare,wentworthlodge@hamilton.ca
GTA Foot Care Nurses,weohc@pchc.on.ca
Wellness Pharmacy,west@ktpt.ca
Village of Wentworth Heights (The),westend.pharmacy@yahoo.com
Dental Services - West End Oral Health Clinic,westendfamilycareclinic@gmail.com
K-TOWN Physiotherapy - Cataraqui Woods Dr,westendrehab@hotmail.com
K-TOWN Physiotherapy - Cataraqui Woods Dr,western@universitypharmacy.ca
West End Pharmacy - Hamilton - Main St W,westheightspharmacy@rogers.com
West End Pharmacy - Hamilton - King St W,westlorne@talbottrailpt.ca
West End Family Care Clinic,westmoreclinic@gmail.com
West End Rehab and Physical Therapy,westmount@lifemark.ca
Westheights Pharmacy,westmountainfootcare@gmail.com
Talbot Trail Physiotherapy - West Lorne,westmountgardens@srgroup.ca
Westmore Wellness Medical Centre,westmountpharma@gmail.com
Lifemark Physiotherapy - Westmount,westoncarepharmacy@gmail.com
Lifemark Physiotherapy - Westmount,westparkltc@southbridgecare.ca
West Mountain Footcare Clinic,westparkpharmacsave@gmail.com
Westmount Gardens Long Term Care Community,westsidepharmacyandcompoundin@gmail.com
Westmount Pharmacy - Guelph,westtecumsehrdl@hotmail.com
Weston Care Pharmacy,westtorontophysio@pthealth.ca
West Tecumseh Pharmacy,westwoodhealth@gmail.com
West Toronto Physiotherapy and Rehabilitation Centre,wfp@haltonhealthcare.on.ca
West Toronto Physiotherapy and Rehabilitation Centre,whitby@communitycaredurham.on.ca
West Toronto Physiotherapy and Rehabilitation Centre,whitby@interactionrehab.com
West Toronto Physiotherapy and Rehabilitation Centre,whitby@lifemark.ca
Westwood Health,whitbyfamilyfootcare@rogers.com
Work-Fit Total Therapy Centre (Progression and Maintenance),whitbymedicalarts@hotmail.com
Foot Care Clinic,whitbypharmacist@lovelldrugs.com
Inter-Action Rehabilitation - Whitby,whiteoaks@lifemark.ca
Lifemark Physiotherapy - Brock and Dundas - Whitby,whitestone-ns@wpshc.com
Whitby Family Foot Care Clinic,whitfields.houghton@gmail.com
Impexxus Medical Imaging - Whitby - Dundas St E,whitney.pharmacy@yahoo.ca
Lovell Drugs - Whitby,wholehealthglebe@gmail.com
Lifemark Physiotherapy - London South - Fitness Forum (Jalna Blvd),wholehealthpharmacydurham@gmail.com
Whitestone and Area Nurse Pracitioner-Led Clinic,whpharmacy30@gmail.com
Whitfield Guardian Pharmacy,wilberpharm@gmail.com
Whitney Pharmacy,willowdale_clinic@rogers.com
Wilberforce Pharmacy,willowpharmacyguelph@gmail.com
Willowdale Physiotherapy,wilson@nosh.ca
Willowdale Physiotherapy,wilsonbathurststore@gmail.com
Willowdale Physiotherapy,wilsondiscountpharmacy@gmail.com
Willow Pharmacy - Guelph,wincaredrugmart18@gmail.com
Emergency Department,windsor-dougall@lifemark.ca
Physiotherapy Clinic,windsormedical@winmedc.com
Wilson Compounding Pharmacy,windsor-tecumseh@lifemark.ca
Wincare Drug Mart,winston@mspharmacy.ca
Lifemark Physiotherapy - Dougall and Ouellette,wishingwellpharmacy@gmail.com
Windsor Medical Clinic - West Side Walk-in Clinic,wlomas@vha.ca
Windsor Medical Clinic,wmfootclinic@gmail.com
Lifemark Physiotherapy - Tecumseh,woodbinelifecarepharmacy@gmail.com
Medicine Shoppe (The) - Sarnia,woodbridge@lifemark.ca
VHA Rehab Solutions - London Office,woodbridge@medrehabgroup.com
West Mississauga Foot Clinic,woodbridge@urgentcarecentre.ca
Life Mark Physiotherapy - Woodbridge,woodbridgewalkinclinic@gmail.com
Life Mark Physiotherapy - Woodbridge,woodchestermedical@gmail.com
MedRehab Group - Woodbridge,woodgreenunionville@yahoo.com
Woodbridge Urgent Care Clinic,woodrehab@rogers.com
Woodbridge Urgent Care Clinic,woodsdrugstore@gmail.com
Woodbridge Med Walk-In Clinic,woodstock@activephysiosolutions.com
Woodgreen Pharmacy,wpo@sportsclinic.ca
Woods Pharmacy,wpp@universitypharmacy.ca
Active Physiotherapy Solutions,wrclinic@wgh.on.ca
Sports Clinic (The) - Oakville,wyecroft.pharmacy@gmail.com
Sports Clinic (The) - Oakville,yacobm@hotmail.com
Woodstock Rehabilitation Clinic,yfinfofj@phac-aspc.gc.ca
Wyecroft Pharmacy,YMCA@talbottrailpt.ca
Grey Lawn Pharmacy - Scarborough,york.pharmacy@yahoo.com
Grey Lawn Pharmacy - Scarborough,yorkdavispharmacy@gmail.com
Grey Lawn Pharmacy - Scarborough,yorkphysio@rogers.com
Talbot Trail Physiotherapy - St Thomas - YMCA,yourhealth@bramptonendoscopy.com
